id,title,owner_org,maintainer,Extensão geográfica,Série histórica,groups,Tipo de armazenamento,Formato do arquivo,Sistema Gerenciador de Banco de Dados,Ambiente de produção,name,notes,tags,Histórico,Procedência de dados,Periodicidade,Situação do processo,Nível de desagregação,Lacunas identificadas pela unidade produtora,Tipo(s) de representação,Escala (apenas  para representação vetorial ou matricial),Sistemas de referência / projeção cartográfica,Base cartográfica utilizada,Extensão do arquivo/formato/software,"Existe(m), nesta base de dados, informação(ões) classificada(s) em algum grau de sigilo?",Forma(s) de disponibilização,url,Endereço e procedimentos para acesso,,,,,,
48,Jogos da Cidade,SEME,CGPE,Município,A PARTIR DE 2007,"cultura, esportes, lazer",Banco de dados,0,SQL Server 2005,Windows/.NET/Internet e Intranet,Jogos da Cidade,"Gestão do campeonato ""Jogos da Cidade"" em suas civersas modalidades, possibilitando a inserção e divulgação de informações através da internet e administração através da rede PMSP","Jogos da Cidade, Campeoanto, Competição Esportiva, amador, festivais","Desenvolvido a partir de 2007 em substituição ao sistema fornecido pela empresa e-campeonatos passou a operar efetivamente em 2008. Somente a partir de 2012 o site passou a mostrar os dados das versões anteriores, embora os dados de 2008 a 2011 permaneçam nas bases de dados",cadastro ou registro administrativo,contínuo,ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)",No site só estão disponíveis os jogos a partir de 2012,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,Aplicação .NET/IIS,NÃO,Internet,www.jogosdacidade.prefeitura.sp.gov.br,"SEME - JOGOS DA CIDADE
Rua Pedro de Toledo, 1651 - Vila Clementino
Das 09 às 18 horas",,,,,,
49,SIGA-SEME,SEME,GABINETE,Município,A PARTIR DE JANEIRO/2014,"cultura, esportes, lazer",Banco de dados,0,OracleDB,Linux/PHP/Intranet e Internet,SIGA-SEME,Gerenciamento informatizado do Programa Clube Escola e das unidades eportivas da administração direta e indireta,"Clube Escola, Unidade Esportiva, CDC, Centro Esportivo, Balneário","Desenvolvido em 2008 e implantado inicialmente em 3 unidades piloto. Devido a um longo processo de internalização, criação de ambiente, adequação de hospedagem e ausência de contrato para manuteção/evolução passou a ser instalado nas demais unidades somente a partir de 2013",cadastro ou registro administrativo,contínuo,ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)",No período de 2009 a 2013 só dados sobre 2 unidades e associações esportivas,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,Aplicação Java/Web Server Apache/ Ap Server Jboss Java/ Apache/JBOSS,NÃO,Intranet,www.sigaseme.prefeitura.sp.gov.br,"CGEE - Coordenadoria de Gestão Estratégica dos Equipamentos
Rua Pedro de Toledo, 1591 - Vila Clementino
Das 9 às 18 horas",,,,,,
50,Virada Esportiva,SEME,GABINETE,Município,A PARTIR DE JANEIRO/2014,"cultura, esportes, lazer",Banco de dados,0,SQL Server 2012,Linux/PHP/Intranet e Internet,Virada Esportiva,"Site para divulgar, armazenar e gerenciar informações do evento anual denominado Virada Esportiva","Virada Esportiva, Evento",Site criado em 2013 para garantir a manutenção e recuperação de informações do evento Virada Esportiva ao longo dos anos,cadastro ou registro administrativo,anual,ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)",Dados a partir de 2013,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,Aplicação .NET/IIS,NÃO,Internet,www.viradaesportiva.prefeitura.sp.gov.br,"SEME - GABINETE
Alameda Iraé, 35
Das 9 às 18 horas",,,,,,
51,SIGPEC - Sistema Integrado de Gestão de Pessoas e Competências,SEMPLA,Coordenadoria de Gestão de Pessoas,Município,Série histórica dos servidores ativos e aposentados da PMSP cadastrados desde o início desse registro em sistema (impossível precisar desde quando),"governo e política, pessoas, família e sociedade, planejamento e cadastro, trabalho ",Banco de dados,0,OracleDB,Windows,SIGPEC,"O SIGPEC é composto de várias tabelas (arquivos) que ficam armazenados na Prodam, sendo um banco de dados que contém todas as informações sobre gestão de pessoas e folha de pagamento da PMSP.",Gestão Pessoas / Folha Pagamento,Os cadastros são sempre demandados pela legislação.,cadastro ou registro administrativo,diário,ativo,Logradouro,A base pode conter lapso de informações de períodos anteriores a implantação devido a falha na migração ou inexistência do dado.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,0," SIM (Conforme Lei Federal n. 12.527/2011 (especialmente o art. 23) www.goo.gl/Xk4co , Decreto Municipal n. 53.623/2012 www.goo.gl/O7nUHq e Decreto Municipal n. 54.779/2014 www.goo.gl/7vycsk )",Intranet,0,0,,,,,,
52,BASE DADOS EXECUÇÃO,SEMPLA,CGO - COORDENADORIA GERAL ORÇAMENTO,Município,DESDE 2003,economia e finanças,Banco de dados,0,SQL SERVER 2000,EXCEL 2007,BASE DADOS EXECUÇÃO,Tabela de acompanhamento da Execução Orçamentária.,Tabela Execução Orçamentária,"Conexão ao Banco de Dados via Excel, atualização diária. Criação devido a necessidade de desenvolvimento de relatórios gerenciais.",cadastro ou registro administrativo,diário,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,Internet,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
53,SUPRI - Sistema Municipal de Suprimentos,SEMPLA,SGAF/SUPERVISÃO DE ADMINISTRAÇÃO,SECRETARIA,desde 2013,"economia e finanças, planejamento e cadastro",Banco de dados,0,baixa plataforma,TN3270 - TERMINAL EMULADO, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
54,Contratos de Serviços Continuados,SEMPLA,COAFI-G Cordenadoria de Administração e Finanças - Divisão de Contratos,SEMPLA,2010,"economia e finanças, planejamento e cadastro",Arquivo de dados,.xls (MS EXCEL),0,Windows XP - Excel Versão 2003, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
55,Contrato de Serviços continuado - Táxi Aério,SEMPLA,COAFI-G - Divisão de Contratos,Município,2009 - 2014,"defesa e segurança, habitação, saneamento e urbanismo, meio ambiente",0,.xls (MS EXCEL),0,"Windows, Execel versão 2003", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
57,DEMONSTRATIVO DAS COMPRAS E DOS SERVIÇOS CONTRATADOS,SEMPLA,COORDENADORIA DE ADMINISTRAÇÃO E FINANÇAS/DIVISÃO TÉCNICA DE CONTROLE ORÇAMENTÁRIO,SEMPLA,1990 a 2014,economia e finanças,Arquivo de dados,.xls (MS EXCEL),0,"WINDOWS, EXCEL versão 2003", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
58,Simproc,SEMPLA,DGDP,Município,0,"agricultura, extrativismo, pesca, cartografia de base, ciência, informação e comunicação, comércio, serviços e turismo, concessões, cultura, esportes, lazer, defesa e segurança, economia e finanças, educação, geociências, governo e política, habitação, saneamento e urbanismo, hidrografia/hidrologia, indústria, justiça e legislação, limites político-admnistrativos, meio ambiente, normas, especificações e metodologia , patrimônio edificado, pessoas, família e sociedade, planejamento e cadastro, redes geodésicas, relações internacionais, saúde, sócio-economia, trabalho , transporte, mobilidade e trânsito, zeladoria, manutenção e reparos",Banco de dados,0,Db2,windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
59,Quadro Detalhado da Despesa,SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2003 A 2014,economia e finanças,Arquivo de dados,".xls (MS EXCEL), .dbf (DBase)",0,"WINDOWS 7, EXCEL/PDF 2003",Quadro Detalhado da Despesa - QDD,Tabela e relatório de acompanhamento da Execução Orçamentária.,Tabela Relatório Execução QDD,"Conexão ao Cubo OLAP via Excel, atualização mensal. Criação: Lei 13.949 de 21.01.05 e 14.016, de 28.06.05.",cadastro ou registro administrativo,mensal,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,Internet,http://sempla.prefeitura.sp.gov.br/orc_orc_2014_exec_orc.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
60,DEMONSTRATIVO DA RECEITA E DESPESA POR CATEGORIA ECONÔMICA,SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2005 a 2014,economia e finanças,Arquivo de dados,.pdf (Adobe),0,"WINDOWS 7, ADOBE READER XI",DEMONSTRATIVO DA RECEITA E DESPESA POR CATEGORIA ECONÔMICA,Relatório referente ao orçamento aprovado representado pelas receitas e despesas por categoria economica.,Aprovado Receita Despesa Categoria Econômica,Extração do relatório via SOF. Atualização: Anual. Lei 4.320 de 17/03/1964 - Anexo I.,relatório,anual,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,pdf,NÃO,Internet,http://sempla.prefeitura.sp.gov.br/orc_orc_2014_lei_orc.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
61,DEMONSTRATIVO DA DESPESA POR ÓRGÃO E CATEGORIA ECONÔMICA,SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2005 A 2014,economia e finanças,Arquivo de dados,.pdf (Adobe),0,"WINDOWS 7, ADOBE READER XI",DEMONSTRATIVO DA DESPESA POR ÓRGÃO E CATEGORIA ECONÔMICA,Relatório referente ao orçamento aprovado representado pelos Órgãos por categoria econômica.,Aprovado Orgãos Categoria Econômica,Extração do relatório via SOF. Atualização: Anual. Embasamento Legal: 4.320 de 17/03/64.,relatório,anual,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,pdf,0,Internet,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
62,"DEMONSTRATIVO DA DESPESA POR ÓRGÃO, OP. ESPECIAL, PROJETO E ATIVIDADE",SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2005 a 2014,economia e finanças,Arquivo de dados,".xls (MS EXCEL), .dbf (DBase)",0,"WINDOWS 7, ADOBE READER XI","DEMONSTRATIVO DA DESPESA POR ÓRGÃO, OP. ESPECIAL, PROJETO E ATIVIDADE","Relatório referente ao orçamento aprovado - DESPESA POR ÓRGÃO, OP. ESPECIAL, PROJETO E ATIVIDADE.",Aprovado Despesa Orgão,Extração do relatório via SOF. Atualização: Anual. Embasamento Legal: 4.320 de 17/03/64.,relatório,anual,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,pdf,NÃO,Internet,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
63,NATUREZA DA DESPESA,SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2005 a 2014,0,Arquivo de dados,.pdf (Adobe),0,"WINDOWS 7, ADOBE READER XI",NATUREZA DA DESPESA,Relatório referente ao orçamento aprovado segundo Natureza da Despesa,Aprovado Orçamento Natureza Despesa,Extração do relatório via SOF. Atualização: Anual. Embasamento Legal: 4.320 de 17/03/64.,relatório,anual,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,pdf,NÃO,Internet,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
64,LOA 2014,SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2014,economia e finanças,Arquivo de dados,.pdf (Adobe),0,"WINDOWS 7, ADOBE READER XI",LOA,Relatórios do Orçamento aprovado da cidade de São Paulo.,Orçamento Aprovado,Extração do relatório via SOF. Atualização: Anual. Embasamento Legal: 4.320 de 17/03/64.,relatório,anual,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,pdf,NÃO,Internet,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
65,APROVADO 2014,SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2014,economia e finanças,Arquivo de dados,".xls (MS EXCEL), .dbf (DBase)",0,"WINDOWS 7, EXCEL 2003",APROVADO,Tabela contendo dotações e valores do Orçamento Aprovado.,Orçamento Aprovado,"Conexão ao Banco de Dados via Excel, atualização anual.",cadastro ou registro administrativo,anual,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,Internet,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
66,PROPOSTA 2014,SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2013 a 2014,economia e finanças,Arquivo de dados,.pdf (Adobe),0,"WINDOWS 7, ADOBE READER XI",PROPOSTA ORÇAMENTÁRIA,Tabela contendo dotações e valores da Proposta Orçamentária.,Proposta Orçamentaria,"Conexão ao Banco de Dados via Excel, atualização anual.",cadastro ou registro administrativo,anual,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,Internet,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,,,,,,
67,DEMONSTRATIVOS SAÚDE - SINTÉTICO,SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2005 a 2014,economia e finanças,Arquivo de dados,.pdf (Adobe),0,"WINDOWS 7, ADOBE READER XI",DEMONSTRATIVOS SAÚDE - SINTÉTICO,Relatório sintético de acompanhamento da aplicação dos recursos na Saúde.,aplicação recurso Saúde,"Conexão ao Banco de Dados via Excel, atualização bimestral. Lei complementar n° 141/2012 e Constituição Federal, art. 165, § 3°.",cadastro ou registro administrativo,bimestral,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,PDF,0,Internet,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
68,DEMONSTRATIVOS SAÚDE - DETALHADO,SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2005 a 2014,economia e finanças,Arquivo de dados,.pdf (Adobe),0,"WINDOWS 7, ADOBE READER XI",DEMONSTRATIVOS SAÚDE - DETALHADO,Relatório detalhado de acompanhamento da aplicação dos recursos na Saúde.,aplicação recurso Saúde,"Conexão ao Banco de Dados via Excel, atualização bimestral. Lei complementar n° 141/2012 e Constituição Federal, art. 165, § 3°.",cadastro ou registro administrativo,bimestral,ativo,0,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,PDF,NÃO,Internet,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
69,DEMONSTRATIVOS EDUCAÇÃO - QUADRO GERAL,SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2005 a 2014,economia e finanças,Arquivo de dados,.pdf (Adobe),0,"WINDOWS 7, ADOBE READER XI",DEMONSTRATIVOS EDUCAÇÃO - QUADRO GERAL,Relatório - Quadro Geral de acompanhamento da aplicação dos recursos na Educação.,aplicação recursos Educação,"Conexão ao Banco de Dados via Excel, atualização bimestral. Lei n° 9394/96, art.72 e Constituição Federal, art. 165, § 3°.",cadastro ou registro administrativo,bimestral,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,PDF,0,Internet,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
70,DEMONSTRATIVOS EDUCAÇÃO - RECEITAS,SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2005 a 2014,economia e finanças,Arquivo de dados,.pdf (Adobe),0,"WINDOWS 7, ADOBE READER XI",DEMONSTRATIVOS EDUCAÇÃO - RECEITAS,Relatório - Receitas de acompanhamento da aplicação dos recursos na Educação.,aplicação recursos Educação,"Conexão ao Banco de Dados via Excel, atualização bimestral. Lei n° 9394/96, art.72 e Constituição Federal, art. 165, § 3°.",cadastro ou registro administrativo,bimestral,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,0,NÃO,Internet,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
71,DEMONSTRATIVOS EDUCAÇÃO - SINTÉTICO,SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2005 a 2014,economia e finanças,Arquivo de dados,.pdf (Adobe),0,"WINDOWS 7, ADOBE READER XI",DEMONSTRATIVOS EDUCAÇÃO - SINTÉTICO,Relatório - Sintético de acompanhamento da aplicação dos recursos na Educação.,aplicação recursos Educação,"Conexão ao Banco de Dados via Excel, atualização bimestral. Lei n° 9394/96, art.72 e Constituição Federal, art. 165, § 3°.",cadastro ou registro administrativo,bimestral,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,0,NÃO,Internet,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
72,DEMONSTRATIVOS EDUCAÇÃO - DETALHADO 25%,SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2005 a 2014,economia e finanças,Arquivo de dados,.pdf (Adobe),0,"WINDOWS 7, ADOBE READER XI",DEMONSTRATIVOS EDUCAÇÃO - DETALHADO 25%,Relatório - Detalhado 25% de acompanhamento da aplicação dos recursos na Educação.,aplicação recursos Educação,"Conexão ao Banco de Dados via Excel, atualização bimestral. Lei n° 9394/96, art.72 e Constituição Federal, art. 165, § 3°.",cadastro ou registro administrativo,bimestral,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,0,NÃO,Internet,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
73,DEMONSTRATIVOS EDUCAÇÃO - DETALHADO 6%,SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2005 a 2014,economia e finanças,Arquivo de dados,.pdf (Adobe),0,"WINDOWS 7, ADOBE READER XI",DEMONSTRATIVOS EDUCAÇÃO - DETALHADO 6%,Relatório - Detalhado 6% de acompanhamento da aplicação dos recursos na Educação.,aplicação recursos Educação,"Conexão ao Banco de Dados via Excel, atualização bimestral. Lei n° 9394/96, art.72 e Constituição Federal, art. 165, § 3°.",cadastro ou registro administrativo,bimestral,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,0,NÃO,Internet,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
74,DEMONSTRATIVOS EDUCAÇÃO - FUNDO CONSTITUCIONAL,SEMPLA,COORDENADORIA DO ORÇAMENTO,Município,2005 a 2014,economia e finanças,Arquivo de dados,.pdf (Adobe),0,"WINDOWS 7, ADOBE READER XI",DEMONSTRATIVOS EDUCAÇÃO - FUNDO CONSTITUCIONAL,Relatório - Fundo Constitucional de acompanhamento da aplicação dos recursos na Educação.,aplicação recursos Educação,"Conexão ao Banco de Dados via Excel, atualização bimestral. Lei n° 9394/96, art.72 e Constituição Federal, art. 165, § 3°.",cadastro ou registro administrativo,bimestral,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,0,NÃO,Internet,http://sempla.prefeitura.sp.gov.br/orc_homenew.php,"Viaduto do Chá, 15 - 10º andar. Coordenadoria do Orçamento - SEMPLA",,,,,,
